0x2100: INIDISP
0x7e0c86: ancilla_oam_idx
0x7e0c90: ancilla_numspr
0x7e0c9a: sprite_room
0x7e0caa: sprite_defl_bits
0x7e0cba: sprite_die_action
0x7e0cca: overlord_spawned_in_area
0x7e0cd2: sprite_bump_damage
0x7e0ce2: sprite_give_damage
0x7e0cf2: damage_type_determiner
0x7e0cf3: damage_type_determiner_PADDING
0x7e0cf4: activate_bomb_trap_overlord
0x7e0cf5: dungmap_var6
0x7e0cf7: overworld_secret_subst_ctr
0x7e0cf9: item_drop_luck
0x7e0cfa: luck_kill_counter
0x7e0cfb: num_sprites_killed
0x7e0cfc: number_of_times_hurt_by_sprites
0x7e0cfd: rupee_sfx_sound_delay
0x7e0d00: sprite_y_lo
0x7e0d10: sprite_x_lo
0x7e0d20: sprite_y_hi
0x7e0d30: sprite_x_hi
0x7e0d40: sprite_y_vel
0x7e0d50: sprite_x_vel
0x7e0d60: sprite_y_subpixel
0x7e0d70: sprite_x_subpixel
0x7e0d80: sprite_spawned_flag
0x7e0d90: sprite_A
0x7e0da0: sprite_B
0x7e0db0: sprite_C
0x7e0dc0: sprite_graphics
0x7e0dd0: sprite_state
0x7e0de0: sprite_D
0x7e0df0: sprite_delay_main
0x7e0e00: sprite_delay_aux1
0x7e0e10: sprite_delay_aux2
0x7e0e20: sprite_type
0x7e0e30: sprite_subtype
0x7e0e40: sprite_flags2
0x7e0e50: sprite_health
0x7e0e60: sprite_flags3
0x7e0e70: sprite_wallcoll
0x7e0e80: sprite_subtype2
0x7e0e90: sprite_E
0x7e0ea0: sprite_F
0x7e0eb0: sprite_head_dir
0x7e0ec0: sprite_anim_clock
0x7e0ed0: sprite_G
0x7e0ee0: sprite_delay_aux3
0x7e0ef0: sprite_hit_timer
0x7e0f00: sprite_pause
0x7e0f10: sprite_delay_aux4
0x7e0f20: sprite_floor
0x7e0f30: sprite_y_recoil
0x7e0f40: sprite_x_recoil
0x7e0f50: sprite_oam_flags
0x7e0f60: sprite_flags4
0x7e0f70: sprite_z
0x7e0f80: sprite_z_vel
0x7e0f90: sprite_z_subpos
0x7e0fa0: cur_object_index
0x7e0fa5: sprite_tiletype
0x7e0fa8: dungmap_var7
0x7e0faa: dungmap_var8
0x7e0fac: repulsespark_timer
0x7e0fad: repulsespark_x_lo
0x7e0fae: repulsespark_y_lo
0x7e0faf: repulsespark_anim_delay
0x7e0fb3: sort_sprites_setting
0x7e0fb4: garnish_active
0x7e0fb7: spr_ranged_based_toggler
0x7e0fb8: sprcoll_x_size
0x7e0fba: sprcoll_y_size
0x7e0fbc: sprcoll_x_base
0x7e0fbe: sprcoll_y_base
0x7e0fc1: flag_unk1
0x7e0fc2: link_x_coord_prev
0x7e0fc4: link_y_coord_prev
0x7e0fc7: prizes_arr1
0x7e0fd7: debug_game_frozen
0x7e0fd8: cur_sprite_x
0x7e0fda: cur_sprite_y
0x7e0fdc: sprite_alert_flag
0x7e0fe0: oam_region_base
0x7e0fec: oam_alloc_arr1
0x7e0ff9: intro_times_pal_flash
0x7e0ffa: alt_sprites_flag
0x7e0ffc: flag_block_link_menu
0x7e0fff: is_in_dark_world
0x7e1000: uvram
0x7e1980: door_type_and_slot
0x7e19a0: dung_door_tilemap_address
0x7e19c0: dung_door_direction
0x7e19e0: dung_exit_door_count
0x7e19e2: dung_exit_door_addresses
0x7e1a00: tagalong_y_lo
0x7e1a14: tagalong_y_hi
0x7e1a28: tagalong_x_lo
0x7e1a3c: tagalong_x_hi
0x7e1a50: tagalong_z
0x7e1a64: tagalong_layerbits
0x7e1ab0: bird_travel_x_lo
0x7e1ac0: bird_travel_x_hi
0x7e1ad0: bird_travel_y_lo
0x7e1ae0: bird_travel_y_hi
0x7e1af0: birdtravel_var1
0x7e1b00: mode7_hdma_table
0x7e1cd0: text_msgbox_topleft_copy
0x7e1cd2: text_msgbox_topleft
0x7e1cd4: text_render_state
0x7e1cd5: vwf_line_mode
0x7e1cd6: vwf_line_speed
0x7e1cd7: text_incremental_state
0x7e1cd8: messaging_module
0x7e1cd9: dialogue_msg_dst_offs
0x7e1cdd: dialogue_msg_src_offs
0x7e1ce0: text_wait_countdown
0x7e1ce2: text_tilemap_cur
0x7e1ce6: text_next_position
0x7e1ce8: choice_in_multiselect_box
0x7e1ce9: text_wait_countdown2
0x7e1cf0: dialogue_message_index
0x7e1cf4: choice_in_multiselect_box_bak
0x7e1d00: alt_sprite_state
0x7e1d10: alt_sprite_type
0x7e1d20: alt_sprite_x_lo
0x7e1d30: alt_sprite_x_hi
0x7e1d40: alt_sprite_y_lo
0x7e1d50: alt_sprite_y_hi
0x7e1d60: alt_sprite_graphics
0x7e1d70: alt_sprite_A
0x7e1d80: alt_sprite_head_dir
0x7e1d90: alt_sprite_oam_flags
0x7e1da0: alt_sprite_obj_prio
0x7e1db0: alt_sprite_D
0x7e1dc0: alt_sprite_flags2
0x7e1dd0: alt_sprite_floor
0x7e1de0: alt_sprite_spawned_flag
0x7e1df0: alt_sprite_flags3
0x7e1e00: intro_step_index
0x7e1e01: intro_step_timer
0x7e1e02: intro_want_double_ret
0x7e1e08: intro_sprite_alloc
0x7e1e0a: intro_frame_ctr
0x7e1e0c: triforce_ctr
0x7e1e10: intro_sprite_isinited
0x7e1e18: intro_sprite_subtype
0x7e1e20: intro_sprite_state
0x7e1e28: intro_x_subpixel
0x7e1e30: intro_x_lo
0x7e1e38: intro_x_hi
0x7e1e40: intro_y_subpixel
0x7e1e48: intro_y_lo
0x7e1e50: intro_y_hi
0x7e1e58: intro_x_vel
0x7e1e60: intro_y_vel
0x7e1f00: intro_did_run_step
0x7e1f01: poly_config_color_mode
0x7e1f02: poly_config1
0x7e1f03: poly_which_model
0x7e1f04: poly_a
0x7e1f05: poly_b
0x7e1f06: poly_base_x
0x7e1f07: poly_base_y
0x7e1f08: poly_var1
0x7e1f0a: thread_other_stack
0x7e1f0c: nmi_flag_update_polyhedral
0x7e1f3f: poly_config_num_vertex
0x7e1f40: poly_config_num_polys
0x7e1f41: poly_fromlut_ptr2
0x7e1f43: poly_fromlut_ptr4
0x7e1f45: poly_fromlut_z
0x7e1f46: poly_fromlut_y
0x7e1f47: poly_fromlut_x
0x7e1f48: poly_f0
0x7e1f4a: poly_f1
0x7e1f4c: poly_f2
0x7e1f4e: poly_num_vertex_in_poly
0x7e1f4f: poly_raster_color_config
0x7e1f50: poly_sin_a
0x7e1f52: poly_cos_a
0x7e1f54: poly_sin_b
0x7e1f56: poly_cos_b
0x7e1f58: poly_e0
0x7e1f5a: poly_e2
0x7e1f5c: poly_e3
0x7e1f5e: poly_e1
0x7e1f60: poly_arr_x
0x7e1f88: poly_arr_y
0x7e1fb0: poly_tmp0
0x7e1fb2: poly_tmp1
0x7e1fb5: poly_raster_color0
0x7e1fb7: poly_raster_color1
0x7e1fb9: poly_raster_dst_ptr
0x7e1fbc: poly_tmp2
0x7e1fbf: poly_arr_xy_coords_minus1
0x7e1fc0: poly_xy_coords
0x7e1fe0: poly_total_num_steps
0x7e1fe1: poly_x0_cur
0x7e1fe2: poly_y0_cur
0x7e1fe3: poly_x0_target
0x7e1fe4: poly_y0_trig
0x7e1fe5: poly_x0_frac
0x7e1fe7: poly_x0_step
0x7e1fe9: poly_cur_vertex_idx0
0x7e1fea: poly_x1_cur
0x7e1feb: poly_y1_cur
0x7e1fec: poly_x1_target
0x7e1fed: poly_y1_trig
0x7e1fee: poly_x1_frac
0x7e1ff0: poly_x1_step
0x7e1ff2: poly_cur_vertex_idx1
0x7e1ffa: poly_raster_numfull
0x7e2000: dung_bg2
0x7e4000: dung_bg1
0x7e9000: animated_tiles
0x7ec000: dung_hdr_travel_destinations
0x7ec005: dung_want_lights_out
0x7ec006: dung_want_lights_out_copy
0x7ec007: palette_filter_countdown
0x7ec009: darkening_or_lightening_screen
0x7ec00b: mosaic_target_level
0x7ec00c: mosaic_target_level_PADDING
0x7ec00d: bg_tile_animation_countdown
0x7ec011: mosaic_level
0x7ec017: overworld_fixed_color_plusminus
0x7ec019: agahnim_pal_setting
0x7ec100: overworld_area_index_spexit
0x7ec102: TM_copy_spexit
0x7ec104: BG2VOFS_copy2_spexit
0x7ec106: BG2HOFS_copy2_spexit
0x7ec108: link_y_coord_spexit
0x7ec10a: link_x_coord_spexit
0x7ec10c: overworld_screen_index_spexit
0x7ec10e: map16_load_src_off_spexit
0x7ec110: camera_y_coord_scroll_low_spexit
0x7ec112: camera_x_coord_scroll_low_spexit
0x7ec114: room_scroll_vars_y_vofs1_spexit
0x7ec116: room_scroll_vars_y_hofs1_spexit
0x7ec118: room_scroll_vars_y_vofs2_spexit
0x7ec11a: room_scroll_vars_y_hofs2_spexit
0x7ec11c: up_down_scroll_target_spexit
0x7ec11e: up_down_scroll_target_end_spexit
0x7ec120: left_right_scroll_target_spexit
0x7ec122: left_right_scroll_target_end_spexit
0x7ec125: main_tile_theme_index_spexit
0x7ec126: aux_tile_theme_index_spexit
0x7ec127: sprite_graphics_index_spexit
0x7ec12a: overworld_unk1_spexit
0x7ec12c: overworld_unk1_neg_spexit
0x7ec12e: overworld_unk3_spexit
0x7ec130: overworld_unk3_neg_spexit
0x7ec140: overworld_area_index_exit
0x7ec142: TM_copy_exit
0x7ec144: BG2VOFS_copy2_exit
0x7ec146: BG2HOFS_copy2_exit
0x7ec148: link_y_coord_exit
0x7ec14a: link_x_coord_exit
0x7ec14c: overworld_screen_index_exit
0x7ec14e: map16_load_src_off_exit
0x7ec150: camera_y_coord_scroll_low_exit
0x7ec152: camera_x_coord_scroll_low_exit
0x7ec154: room_scroll_vars_y_vofs1_exit
0x7ec156: room_scroll_vars_y_hofs1_exit
0x7ec158: room_scroll_vars_y_vofs2_exit
0x7ec15a: room_scroll_vars_y_hofs2_exit
0x7ec15c: up_down_scroll_target_exit
0x7ec15e: up_down_scroll_target_end_exit
0x7ec160: left_right_scroll_target_exit
0x7ec162: left_right_scroll_target_end_exit
0x7ec165: main_tile_theme_index_exit
0x7ec166: aux_tile_theme_index_exit
0x7ec167: sprite_graphics_index_exit
0x7ec16a: overworld_unk1_exit
0x7ec16c: overworld_unk1_neg_exit
0x7ec16e: overworld_unk3_exit
0x7ec170: overworld_unk3_neg_exit
0x7ec172: orange_blue_barrier_state
0x7ec180: BG2HOFS_copy2_cached
0x7ec182: BG2VOFS_copy2_cached
0x7ec184: link_y_coord_cached
0x7ec186: link_x_coord_cached
0x7ec188: room_scroll_vars_y_vofs1_cached
0x7ec18a: room_scroll_vars_y_vofs2_cached
0x7ec18c: room_scroll_vars_x_vofs1_cached
0x7ec18e: room_scroll_vars_x_vofs2_cached
0x7ec190: up_down_scroll_target_cached
0x7ec192: up_down_scroll_target_end_cached
0x7ec194: left_right_scroll_target_cached
0x7ec196: left_right_scroll_target_end_cached
0x7ec198: camera_y_coord_scroll_low_cached
0x7ec19a: camera_x_coord_scroll_low_cached
0x7ec19c: quadrant_fullsize_x_cached
0x7ec19d: quadrant_fullsize_y_cached
0x7ec19e: link_quadrant_x_cached
0x7ec19f: link_quadrant_y_cached
0x7ec1a6: link_direction_facing_cached
0x7ec1a7: link_is_on_lower_level_cached
0x7ec1a8: link_is_on_lower_level_mirror_cached
0x7ec1a9: is_standing_in_doorway_cahed
0x7ec1aa: dung_cur_floor_cached
0x7ec200: mapbak_BG1HOFS_copy2
0x7ec202: mapbak_BG2HOFS_copy2
0x7ec204: mapbak_BG1VOFS_copy2
0x7ec206: mapbak_BG2VOFS_copy2
0x7ec208: dung_bg2_properties_backup
0x7ec20a: overworld_pal_unk1
0x7ec20b: overworld_pal_unk2
0x7ec20c: overworld_pal_unk3
0x7ec20e: mapbak_main_tile_theme_index
0x7ec20f: mapbak_sprite_graphics_index
0x7ec210: mapbak_aux_tile_theme_index
0x7ec211: mapbak_TM
0x7ec212: mapbak_TS
0x7ec213: overworld_screen_index_prev
0x7ec215: map16_load_src_off_prev
0x7ec217: map16_load_var2_prev
0x7ec219: map16_load_dst_off_prev
0x7ec21b: overworld_screen_transition_prev
0x7ec21d: overworld_screen_trans_dir_bits_prev
0x7ec21f: overworld_screen_trans_dir_bits2_prev
0x7ec221: mapbak_bg1_x_offset
0x7ec223: mapbak_bg1_y_offset
0x7ec225: mapbak_CGWSEL
0x7ec227: music_unk1_death
0x7ec228: sound_effect_ambient_last_death
0x7ec229: mapbak_HDMAEN
0x7ec230: vwf_arr
0x7ec2f8: aux_bg_subset_0
0x7ec2f9: aux_bg_subset_1
0x7ec2fa: aux_bg_subset_2
0x7ec2fb: aux_bg_subset_3
0x7ec2fc: sprite_gfx_subset_0
0x7ec2fd: sprite_gfx_subset_1
0x7ec2fe: sprite_gfx_subset_2
0x7ec2ff: sprite_gfx_subset_3
0x7ec300: aux_palette_buffer
0x7ec500: main_palette_buffer
0x7ec700: hud_tile_indices_buffer
0x7ec880: moving_wall_arr1
0x7ee800: polyhedral_buffer
0x7ef000: save_dung_info
0x7ef280: save_ow_event_info
0x7ef300: savegame_has_master_sword_flags
0x7ef340: link_item_bow
0x7ef341: link_item_boomerang
0x7ef342: link_item_hookshot
0x7ef343: link_item_bombs
0x7ef344: link_item_mushroom
0x7ef345: link_item_fire_rod
0x7ef346: link_item_ice_rod
0x7ef347: link_item_bombos_medallion
0x7ef348: link_item_ether_medallion
0x7ef349: link_item_quake_medallion
0x7ef34a: link_item_torch
0x7ef34b: link_item_hammer
0x7ef34c: link_item_flute
0x7ef34d: link_item_bug_net
0x7ef34e: link_item_book_of_mudora
0x7ef34f: link_item_bottles
0x7ef350: link_item_cane_somaria
0x7ef351: link_item_cane_byrna
0x7ef352: link_item_cape
0x7ef353: link_item_mirror
0x7ef354: link_item_gloves
0x7ef355: link_item_boots
0x7ef356: link_item_flippers
0x7ef357: link_item_moon_pearl
0x7ef359: link_sword_type
0x7ef35a: link_shield_type
0x7ef35b: link_armor
0x7ef35c: link_bottle_info
0x7ef360: link_rupees_goal
0x7ef362: link_rupees_actual
0x7ef364: link_compass
0x7ef366: link_bigkey
0x7ef368: link_dungeon_map
0x7ef36a: link_rupees_in_pond
0x7ef36b: link_heart_pieces
0x7ef36c: link_health_capacity
0x7ef36d: link_health_current
0x7ef36e: link_magic_power
0x7ef36f: link_num_keys
0x7ef370: link_bomb_upgrades
0x7ef371: link_arrow_upgrades
0x7ef372: link_hearts_filler
0x7ef373: link_magic_filler
0x7ef374: link_which_pendants
0x7ef375: link_bomb_filler
0x7ef376: link_arrow_filler
0x7ef377: link_num_arrows
0x7ef379: link_ability_flags
0x7ef37a: link_has_crystals
0x7ef37b: link_magic_consumption
0x7ef37c: link_keys_earned_per_dungeon
0x7ef3c5: sram_progress_indicator
0x7ef3c6: sram_progress_flags
0x7ef3c7: savegame_map_icons_indicator
0x7ef3c8: which_starting_point
0x7ef3c9: sram_progress_indicator_3
0x7ef3ca: savegame_is_darkworld
0x7ef3cc: savegame_tagalong
0x7ef3cd: saved_tagalong_y
0x7ef3cf: saved_tagalong_x
0x7ef3d1: saved_tagalong_indoors
0x7ef3d2: saved_tagalong_floor
0x7ef3d3: super_bomb_going_off
0x7ef3e7: deaths_per_palace
0x7ef403: death_save_counter
0x7ef405: death_var2
0x7ef580: pots_revealed_in_room
0x7ef800: memorized_tile_addr
0x7ef940: movable_block_datas
0x7efa00: memorized_tile_value
0x7efb40: dung_torch_data
0x7efcc0: overworld_sprite_gfx
0x7efd40: overworld_sprite_palettes
0x7efe00: attributes_for_tile
0x7f0000: skullwoodsfire_var0
0x7f0008: skullwoodsfire_var5
0x7f0010: skullwoodsfire_var4
0x7f0011: blastwall_var4
0x7f0018: skullwoodsfire_var9
0x7f001a: skullwoodsfire_var11
0x7f001c: blastwall_var7
0x7f0020: skullwoodsfire_y_arr
0x7f0026: skullwoodsfire_var10
0x7f0030: skullwoodsfire_x_arr
0x7f0036: skullwoodsfire_var12
0x7f0040: blastwall_var12
0x7f1200: messaging_text_buffer
0x7f2000: dung_bg2_attr_table
0x7f3000: dung_bg1_attr_table
0x7f4400: map16_decode_0
0x7f4410: map16_decode_1
0x7f4420: map16_decode_2
0x7f4430: map16_decode_3
0x7f4440: map16_decode_last
0x7f4442: map16_decode_tmp
0x7f5800: breaktowerseal_var3
0x7f5808: breaktowerseal_var4
0x7f580a: quake_var5
0x7f580b: quake_var1
0x7f580e: breaktowerseal_x
0x7f5810: breaktowerseal_y
0x7f5812: breaktowerseal_var5
0x7f5817: breaktowerseal_base_sparkle_y_lo
0x7f581f: breaktowerseal_base_sparkle_y_hi
0x7f5827: breaktowerseal_base_sparkle_x_lo
0x7f582f: breaktowerseal_base_sparkle_x_hi
0x7f5837: breaktowerseal_sparkle_var1
0x7f584f: breaktowerseal_sparkle_y_lo
0x7f5867: breaktowerseal_sparkle_y_hi
0x7f587f: breaktowerseal_sparkle_x_lo
0x7f5897: breaktowerseal_sparkle_x_hi
0x7f58af: breaktowerseal_sparkle_var2
0x7f58e4: bombos_x_hi
0x7f5924: bombos_y_coord2
0x7f592c: bombos_x_coord2
0x7f5934: bombos_var4
0x7f5935: bombos_arr3
0x7f5945: bombos_arr4
0x7f5955: bombos_y_coord
0x7f59d5: bombos_x_coord
0x7f5a55: bombos_var3
0x7f5a56: bombos_var2
0x7f5a57: bombos_var1
0x7f5b00: overworld_music
0x7f5ba0: freeRam
0x7f6000: enemy_damage_data
0x7f7000: hdma_table
0x7f71c0: kTextDialoguePointers
0x7fdd80: mapbak_palette
0x7fdf80: sprite_where_in_room
0x7fef80: overworld_sprite_was_loaded
0x7ff800: garnish_type
0x7ff81e: garnish_y_lo
0x7ff83c: garnish_x_lo
0x7ff85a: garnish_y_hi
0x7ff878: garnish_x_hi
0x7ff896: garnish_y_vel
0x7ff8b4: garnish_x_vel
0x7ff8d2: garnish_y_subpixel
0x7ff8f0: garnish_x_subpixel
0x7ff90e: garnish_countdown
0x7ff92c: garnish_sprite
0x7ff94a: garnish_anim_5
0x7ff968: garnish_floor
0x7ff9c2: sprite_I
0x7ff9fe: garnish_oam_flags
0x7ffa1c: sprite_unk3
0x7ffa2c: sprite_unk4
0x7ffa3c: sprite_unk5
0x7ffa4c: sprite_unk1
0x7ffa5c: swamola_x_lo
0x7ffa6c: alt_sprite_C
0x7ffa7c: alt_sprite_E
0x7ffa8c: alt_sprite_subtype2
0x7ffa9c: alt_sprite_height_above_shadow
0x7ffaac: alt_sprite_delay_main
0x7ffacc: alt_sprite_I
0x7ffadc: alt_sprite_maybe_ignore_projectile
0x7ffb1c: swamola_x_hi
0x7ffbdc: swamola_y_lo
0x7ffc00: moldorm_x_lo
0x7ffc80: moldorm_x_hi_
0x7ffc9c: swamola_y_hi
0x7ffd00: moldorm_y_lo
0x7ffd5c: swamola_target_x_lo
0x7ffd62: swamola_target_x_hi
0x7ffd68: swamola_target_y_lo
0x7ffd6e: swamola_target_y_hi
0x7ffd80: beamos_x_lo
0x7ffe00: beamos_x_hi
0x7ffe80: beamos_y_lo
0x7fff00: beamos_y_hi
0x808000: Interrupt_Reset
0x808061: mainrouting_low
0x80807d: mainrouting_high
0x808099: mainrouting_bank
0x8080b5: Module_MainRouting
0x8080c9: Interrupt_NMI
0x808100: volume_or_transfer_command
0x80822c: Native_mode_COP
0x80822d: NMI_SwitchThread
0x8082d8: Interrupt_IRQ
0x808333: EraseTileMaps_triforce
0x80833f: EraseTileMaps_dungeonmap
0x80834b: Vram_EraseTilemaps_normal
0x808355: EraseTileMaps
0x8083d1: NMI_ReadJoypads
0x8083f9: NMI_ReadJoypads_Joypad2
0x80841e: ClearOamBuffer
0x80848c: kSrmOffsets
0x808494: kLinkDmaSources8
0x80849c: kLinkDmaSources4
0x8084ac: kLinkDmaSources5
0x8084b2: kLinkDmaSources6
0x8085b2: kLinkDmaSources7
0x8085d2: kLinkDmaCtrs0
0x8085de: kLinkDmaSources9
0x8085fc: NMI_PrepareSprites
0x808781: JumpTableLocal
0x80879c: JumpTableLong
0x8087c0: Startup_InitializeMemory
0x80882e: Overworld_GetTileAttributeAtLocation
0x808888: LoadSongBank
0x808901: Sound_LoadIntroSongBank
0x808913: LoadOverworldSongs
0x808925: LoadDungeonSongs
0x808931: LoadCreditsSongs
0x80893d: EnableForceBlank
0x80894a: SaveGameFile
0x8089e0: NMI_DoUpdates
0x808c7e: kNmiSubroutines
0x808cb0: NMI_UploadTilemap
0x808ce3: NMI_UploadTilemap_doNothing
0x808ce4: NMI_UploadBG3Text
0x808d13: NMI_UpdateOWScroll
0x808d62: NMI_UpdateSubscreenOverlay
0x808d7c: NMI_UploadSubscreenOverlay_firstHalf
0x808d96: NMI_UploadSubscreenOverlay_secondHalf
0x808dae: NMI_HandleArbitraryTileMap
0x808e09: NMI_UpdateBG1Wall
0x808e4b: NMI_TileMapNothing
0x808e4c: kLightWorldTileMapSrcs
0x808e54: NMI_UpdateLoadLightWorldMap
0x808ea9: NMI_UpdateBG2Left
0x808ee7: NMI_UpdateBGChar3and4
0x808f16: NMI_UpdateBGChar5and6
0x808f45: NMI_UpdateBGCharHalf
0x808f72: NMI_UpdateBGChar0
0x808f79: NMI_UpdateBGChar1
0x808f80: NMI_UpdateBGChar2
0x808f87: NMI_UpdateBGChar3
0x808f8e: NMI_UpdateObjChar0
0x808fbd: NMI_UpdateObjChar2
0x808fc4: NMI_UpdateObjChar3
0x808fc9: NMI_RunTileMapUpdateDMA
0x808ff3: NMI_UploadDarkWorldMap
0x809038: NMI_UploadGameOverText
0x80908b: NMI_UpdatePegTiles
0x8090b7: NMI_UpdateStarTiles
0x8090e3: NMI_UploadTilemap_Far
0x8090eb: UNREACHABLE_0090EB
0x80910f: kUploadBgSrcs
0x80912f: kUploadBgDsts
0x80913f: Dungeon_PrepareNextRoomQuadrantUpload
0x8091c4: WaterFlood_BuildOneQuadrantForVRAM
0x8091d3: TileMapPrep_NotWaterOnTag
0x809252: WaterFlood_BuildOneQuadrantForVRAM_not_triggered
0x8092a1: HandleStripes14
0x809347: NMI_UpdateIRQGFX
0x80937a: nmi_load_vram_lo
0x80937b: kNmiLoadVramLo
0x809384: kNmiLoadVramHi
0x80938d: kNmiLoadVramBank
0x809396: kLinkDmaSources1
0x8095f4: kLinkDmaSources2
0x809852: kLinkDmaSources3
0x809888: kNmiVramAddrs
0x8098c0: kUpperBitmasks
0x8098e0: kUpperBitmasksNOT
0x809900: kChestOpenMasks
0x80990c: kHolesDecreaseHealth
0x80997e: kDoorPositionToTilemapOffs_Up
0x809996: kDoorPositionToTilemapOffs_Down
0x8099ae: kDoorPositionToTilemapOffs_Left
0x8099c6: kDoorPositionToTilemapOffs_Right
0x8099de: kDoor_BlastWallUp_Dsts
0x8099ea: kDungLinkOffs1Y
0x8099f2: kDungLinkOffs1X
0x8099fa: kDungLinkOffs1Pos
0x809a02: kDoorTypeRemap
0x809a52: kTileAttrsByDoor
0x809aa2: kDungCheckDoorsLookup
0x809ad2: kDungCheckDoorsLookupOpposite
0x809b02: Dungeon_QuadrantOffsets
0x809b0a: kMovingWall_Sizes0
0x809b12: kMovingWall_Sizes1
0x809b1a: kMovingWall_Tab1
0x809b2a: kMovingWall_Tab0
0x809b3a: kTab_Plus2
0x809b52: kPredefinedTileData
0x80cd9e: kDoorTypeSrcData
0x80ce06: kDoorTypeSrcData2
0x80ce66: kDoorTypeSrcData3
0x80cec6: kDoorTypeSrcData4
0x80cf24: kDoorAnimUpSrc
0x80cf2c: kDoorAnimDownSrc
0x80cf34: kDoorAnimLeftSrc
0x80cf3c: kDoorAnimRightSrc
0x80cf80: graphics_data_bank
0x80cff3: graphics_sprite_bank
0x80d05f: graphics_data_hi
0x80d0d2: graphics_sprite_hi
0x80d13e: graphics_data_lo
0x80d1b1: graphics_sprite_lo
0x80d21d: kIntro_LoadGfx_Tab
0x80d231: LoadItemGFXIntoWRAM4BPPBuffer
0x80d2be: kSwordTypeToOffs
0x80d2c8: DecompressSwordGraphics
0x80d300: kShieldTypeToGfxOffs
0x80d308: DecompressShieldGraphics
0x80d337: DecompressAnimatedDungeonTiles
0x80d394: DecompressAnimatedOverworldTiles
0x80d3c6: LoadItemGFX_Auxiliary
0x80d407: kTagalongWhich
0x80d423: LoadFollowerGraphics
0x80d469: kDecodeAnimatedSpriteTile_Tab
0x80d4db: WriteTo4BPPBuffer_at_7F4000
0x80d4ed: DecodeAnimatedSpriteTile_variable
0x80d537: LoadItemGFX_sheet0
0x80d54e: LoadGfx_unpack_expandTo4bpp_from_0x7f4000
0x80d553: LoadGfx_expandTo4bpp_from_0x7f4000
0x80d561: LoadGfx_expandTo4bpp_inner
0x80d585: UNREACHABLE_00D5C5
0x80d5cb: Do3bppToWRAM4bpp_LeftPal
0x80d5ce: Do3To4LowAnimated
0x80d619: Do3bppToWRAM4bpp_RightPal
0x80d61c: Expand3To4High
0x80d66e: LoadTransAuxGFX
0x80d6f9: LoadTransAuxGFX_sprite
0x80d706: Gfx_LoadSpritesInner
0x80d788: ReloadPreviouslyLoadedSheets
0x80d80e: Attract_DecompressStoryGFX
0x80d855: kMirrorWarp_LoadNext_NmiLoad
0x80d864: AnimateMirrorWarp
0x80d892: AnimateMirrorWarp_LoadPyramidIfAga
0x80d8a5: AnimateMirrorWarp_TriggerOverlayA_2
0x80d8b3: AnimateMirrorWarp_DrawDestinationScreen
0x80d8bb: AnimateMirrorWarp_DoSpritesPalettes
0x80d8c7: AnimateMirrorWarp_TriggerOverlayB
0x80d8cf: AnimateMirrorWarp_TriggerBGChar0
0x80d8d5: AnimateMirrorWarp_DecompressAnimatedTiles
0x80d8ee: kVariousPacks
0x80d8fe: AnimateMirrorWarp_DecompressNewTileSets
0x80d9b9: AnimateMirrorWarp_DecompressBackgroundsA
0x80d9f8: AnimateMirrorWarp_DecompressBackgroundsB
0x80da2c: AnimateMirrorWarp_DecompressBackgroundsC
0x80da63: AnimateMirrorWarp_LoadSubscreen
0x80dabb: AnimateMirrorWarp_DecompressSpritesA
0x80db1b: AnimateMirrorWarp_DecompressSpritesB
0x80db57: kSpriteTilesets
0x80dd97: kAuxTilesets
0x80dedf: kGraphics_IncrementalVramUpload_Dst
0x80deef: kGraphics_IncrementalVramUpload_Src
0x80deff: Graphics_IncrementalVRAMUpload
0x80df1a: PrepTransAuxGfx
0x80df4f: Do3To4High16Bit
0x80dfb8: Do3To4Low16Bit
0x80e031: LoadNewSpriteGFXSet
0x80e073: kMainTilesets
0x80e19b: InitializeTilesets
0x80e2d0: LoadDefaultGraphics
0x80e33b: DecompressAndCopyManually
0x80e36d: Attract_LoadBG3GFX
0x80e384: LoadCommonSprites_2
0x80e399: TransferMode7Characters
0x80e3d2: kGraphicsHalfSlotPacks
0x80e3e5: kGraphicsLoadSp6
0x80e3fa: Graphics_LoadChrHalfSlot
0x80e4e9: LoadFileSelectGraphics
