Vector_RESET Interrupt_Reset
EtherSpell_DrawBlitzSegments AncillaDraw_EtherBlitz
EtherSpell_DrawBlitzOrb AncillaDraw_EtherOrb
Bombos_StartAnim AncillaAdd_BombosSpell
Ancilla_BombosSpell Ancilla19_BombosSpell
Bombos_ExecuteFlameColumns BombosSpell_ControlFireColumns
BombosSpell_WrapUpFlameColumns BombosSpell_FinishFireColumns
BombosSpell_DrawFireColumn AncillaDraw_BombosFireColumn
BombosSpell_ExecuteBlasts BombosSpell_ControlBlasting
BombosSpell_DrawBlast AncillaDraw_BombosBlast
Ancilla_QuakeSpell Ancilla1C_QuakeSpell
QuakeSpell_ExecuteBolts QuakeSpell_ControlBolts
QuakeSpell_DrawFirstGroundBolts AncillaDraw_QuakeInitialBolts
QuakeSpell_SpreadGroundBolts QuakeSpell_SpreadBolts
Ancilla_MagicPowder Ancilla1A_PowderDust
MagicPowder_ApplySpriteDamage Powder_ApplyDamageToSprites
Ancilla_DashTremor Ancilla1D_ScreenShake
Ancilla_DashDust Ancilla1E_DashDust
Ancilla_Hookshot Ancilla1F_Hookshot
Ancilla_BedSpread Ancilla20_Blanket
Ancilla_SleepIcon Ancilla21_Snore
Ancilla_VictorySparkle Ancilla3B_SwordUpSparkle
Ancilla_SwordChargeSpark Ancilla3C_SpinAttackChargeSparkle
Ancilla_SwordCeremony Ancilla35_MasterSwordReceipt
Ancilla_ReceiveItem Ancilla22_ItemReceipt
Ancilla_WishPondItem Ancilla28_WishPondItem
Ancilla_HappinessPondRupees Ancilla42_HappinessPondRupees
HappinessPondRupees_ExecuteRupee HapinessPondRupees_ExecuteRupee
HappinessPondRupees_LoadRupeeeState HapinessPondRupees_GetState
HappinessPondRupees_StoreRupeeState HapinessPondRupees_SaveState
Ancilla_TransmuteToObjectSplash Ancilla_TransmuteToSplash
Ancilla_ObjectSplash Ancilla3D_ItemSplash
Ancilla_MilestoneItem Ancilla29_MilestoneItemReceipt
Ancilla_TransmuteToRisingCrystal ItemReceipt_TransmuteToRisingCrystal
Ancilla_AddSwordChargeSpark AncillaAdd_OccasionalSparkle
Ancilla_BreakTowerSeal Ancilla43_GanonsTowerCutscene
BreakTowerSeal_DrawCrystal AncillaDraw_GTCutsceneCrystal
BreakTowerSeal_ActivateSingleSparkle GTCutscene_ActivateSparkle
BreakTowerSeal_ExecuteSparkles GTCutscene_SparkleALot
Ancilla_Flute Ancilla36_Flute
Ancilla_WeathervaneExplosion Ancilla37_WeathervaneExplosion
WeathervaneExplosion_DrawWoodChunk AncillaDraw_WeathervaneExplosionWoodDebris
Ancilla_TravelBirdIntro Ancilla38_CutsceneDuck
Ancilla_MorphPoof Ancilla23_LinkPoof
Ancilla_DwarfPoof Ancilla40_DwarfPoof
Ancilla_BushPoof Ancilla3F_BushPoof
Ancilla_SwordSwingSparkle Ancilla26_SwordSwingSparkle
Ancilla_InitialSpinSpark Ancilla2A_SpinAttackSparkleA
InitialSpinSpark_TransmuteToNormalSpinSpark SpinAttackSparkleA_TransmuteToNextSpark
Ancilla_SpinSpark Ancilla2B_SpinAttackSparkleB
Sparkle_GetRadialProjectionCoords Sparkle_PrepOamFromRadial
SpinSpark_ExecuteClosingSpark SpinAttackSparkleB_Closer
Ancilla_InitialCaneSpark Ancilla30_ByrnaWindupSpark
CaneSpark_TransmuteInitialToNormal ByrnaWindupSpark_TransmuteToNormal
Ancilla_CaneSpark Ancilla31_ByrnaSpark
Ancilla_SwordFullChargeSpark Ancilla0D_SpinAttackFullChargeSpark
Ancilla_TravelBird Ancilla27_Duck
Item_CaneOfSomaria_Shoot AncillaAdd_SomariaBlock
SomarianBlock_CheckForTransitLine SomariaBlock_CheckForTransitTile
Ancilla_CheckSingleBasicSpriteCollision Ancilla_CheckBasicSpriteCollision_Single
Ancilla_SomarianBlock Ancilla2C_SomariaBlock
SomarianBlock_Func1 AncillaDraw_SomariaBlock
SomarianBlock_CheckCoveredTileTrigger SomariaBlock_CheckForSwitch
SomarianBlock_PlayerInteraction SomariaBlock_HandlePlayerInteraction
Ancilla_TransmuteToSomarianBlockFizzle SomariaBlock_FizzleAway
Ancilla_SomarianBlockFizzle Ancilla2D_SomariaBlockFizz
Ancilla_SomarianPlatformPoof Ancilla39_SomariaPlatformPoof
Ancilla_SomarianBlockDivide Ancilla2E_SomariaBlockFission
Ancilla_LampFlame Ancilla2F_LampFlame
Ancilla_WaterfallSplash Ancilla41_WaterfallSplash
Ancilla_Gravestone Ancilla24_Gravestone
Gravestone_RepelPlayerAdvance Gravestone_ActAsBarrier
Ancilla_SkullWoodsFire Ancilla34_SkullWoodsFire
Ancilla_SuperBombExplosion Ancilla3A_BigBombExplosion
Ancilla_RevivalFaerie RevivalFairy_Main
RevivalFaerie_Dust RevivalFairy_Dust
RevivalFaerie_MonitorPlayerRecovery RevivalFairy_MonitorHP
Ancilla_GameOverTextLong Animate_GAMEOVER_Letters
Ancilla_SetSfxPan_NearEntity Ancilla_SetPanRelativeCoordinates
Ancilla_Func1 AncillaAdd_AddAncilla_Bank08
Ancilla_FindMatch UNREACHABLE_08F671
Ancilla_SetSafeOam_XY Ancilla_SetOam_XY_safe
Ancilla_CheckPlayerCollision Ancilla_CheckLinkCollision
Hookshot_CheckChainLinkProximityToPlayer Hookshot_CheckProximityToLink
Ancilla_CheckIfEntranceTriggered Ancilla_CheckForEntranceTrigger
Ancilla_DrawShadow AncillaDraw_Shadow
Ancilla_AllocateOam_B_or_E Ancilla_AllocateOamFromRegion_B_or_E
Tagalong_GetCloseToPlayer Follower_MoveTowardsLink
Ancilla_CustomAllocateOam Ancilla_AllocateOamFromCustomRegion
Hookshot_IsCollisionCheckFutile Hookshot_ShouldIEvenBotherWithTiles
Ancilla_AllocateOam Ancilla_AllocateOamFromRegion_A_or_D_or_F
BeamHit_Get_Top_X_Bit BeamHit_GetTopXBit
AddShovelHitStars Ancilla_AddHitStars
AddLinksBedSpread AncillaAdd_Blanket
AddSleepInBedAncilla AncillaAdd_Snoring
Item_Bomb_Place AncillaAdd_Bomb
Item_Boomerang_Shoot AncillaAdd_Boomerang
AddReceivedItem AncillaAdd_ItemReceipt
GiveBottledItem ItemReceipt_GiveBottledItem
AddWishPondItem AncillaAdd_TossedPondItem
AddPendantOrCrystal AncillaAdd_FallingPrize
Item_Shovel_FoundFlute AncillaAdd_DugUpFlute
AddChargedSpinAttackSparkle AncillaAdd_ChargedSpinAttackSparkle
Item_Flute_DoAnim1 AncillaAdd_ExplodingWeatherVane
AddTravelBirdIntro AncillaAdd_CutsceneDuck
AddSomarianPlatformPoof AncillaAdd_SomariaPlatformPoof
AddSuperBombExplosion AncillaAdd_SuperBombExplosion
Ancilla_ConfigureRevivalObjects ConfigureRevivalAncillae
Item_CaneOfByrna_DoAnim AncillaAdd_CaneOfByrnaInitSpark
AddLampFlame AncillaAdd_LampFlame
AddShovelDirt AncillaAdd_ShovelDirt
AddSwordCeremony AncillaAdd_MSCutscene
AddDashingDust AncillaAdd_DashDust
AddDashingDust_notYetMoving AncillaAdd_DashDust_charging
AddBlastWallFireball AncillaAdd_BlastWallFireball
Item_Bow_Shoot AncillaAdd_Arrow
AddWarpTransformationCloud AncillaAdd_BunnyPoof
Cape_DoAnim AncillaAdd_CapePoof
AddDwarfTransformationCloud AncillaAdd_DwarfPoof
AddDisintegratingBushPoof AncillaAdd_BushPoof
Ether_StartAnim AncillaAdd_EtherSpell
AddVictorySpinEffect AncillaAdd_VictorySpin
AddMagicPowder AncillaAdd_MagicPowder
AddWallTapSpark AncillaAdd_WallTapSpark
AddLinksSleepZs AncillaAdd_SwordSwingSparkle
AddDashTremor AncillaAdd_DashTremor
AddBoomerangWallHit AncillaAdd_BoomerangWallClink
AddHookshotWallHit AncillaAdd_HookshotWallClink
Item_Flute_DoAnim2 AncillaAdd_Duck_take_off
Quake_StartAnim AncillaAdd_QuakeSpell
AddSpinAttackStartSparkle AncillaAdd_SpinAttackInitSpark
AddBlastWall AncillaAdd_BlastWall
AddSwordChargeSpark AncillaAdd_SwordChargeSparkle
AddSilverArrowSparkle AncillaAdd_SilverArrowSparkle
Item_Rod_Shoot_2 AncillaAdd_IceRodShot
AddTransitionSplash AncillaAdd_Splash
Link_MoveGravestone AncillaAdd_GraveStone
Item_Hookshot_Shoot AncillaAdd_Hookshot
AddWaterfallSplash AncillaAdd_WaterfallSplash
AddBreakTowerSeal AncillaAdd_GTCutscene
AddDoorDebris AncillaAdd_DoorDebris
ConsumingFire_TransmuteToSkullWoodsFire FireRodShot_BecomeSkullWoodsFire
AddAncilla Ancilla_AddAncilla
AddAncilla AncillaAdd_AddAncilla_Bank09
Ancilla_HasAncillaOfType AncillaAdd_CheckForPresence
Ancilla_Arrow_Allocate AncillaAdd_ArrowFindSlot
Ancilla_CheckCollide_A Ancilla_CheckInitialTile_A
Tagalong_CheckBlindTriggerRegion Follower_CheckBlindTrigger
Tagalong_Init Follower_Initialize
Tagalong_SpawnFromSprite Sprite_BecomeFollower
Tagalong_Main Follower_Main
Tagalong_MainB Follower_NoTimedMessage
Tagalong_Func1 Follower_CheckGameMode
Tagalong_Type_Other Follower_BasicMover
Tagalong_Func2 Follower_NotFollowing
Tagalong_Type_2_4 Follower_OldMan
Tagalong_Type_3_11 Follower_OldManUnused
Tagalong_Draw3 Follower_DoLayers
Tagalong_CheckPlayerProximity Follower_CheckProximityToLink
Tagalong_HandleMessages Follower_HandleTrigger
Tagalong_DrawInner Follower_AnimateMovement_preserved
Tagalong_SetOam_XY FollowerDraw_CalculateOamCoords
Tagalong_CheckTextTriggerProximity Follower_CheckForTrigger
Tagalong_Disable Follower_Disable
Ancilla_GetCoords Ancilla_GetCoordinates
AddSomarianBlockDivide AncillaAdd_ExplodingSomariaBlock
GiveRupeeGift Ancilla_AddRupees
Ancilla_MotiveDashDust DashDust_Motive
Sprite_InitFromInfo Sprite_SetSpawnedCoordinates
Sprite_SpawnMadBatterBolts Sprite_MagicBat_SpawnLightning
Sprite_VerifyAllOnScreenDefeated Sprite_CheckIfScreenIsClear
Sprite_VerifyAllOnScreenDefeatedB Sprite_CheckIfRoomIsClear
Sprite_VerifyOverlordDefeated Sprite_CheckIfOverlordsClear
Sprite_ReinitWarpVortex Sprite_InitializeMirrorPortal
InitSpriteSlots Sprite_InitializeSlots
ZoraFireball_SpawnTailGarnish Fireball_SpawnTrailGarnish
Garnish_ArrghusSplash Garnish15_ArrghusSplash
Garnish_SpawnPyramidDebris GarnishSpawn_PyramidDebris
Garnish_PyramidDebris Garnish13_PyramidDebris
Garnish_Move_XY Garnish_MoveXY
Garnish_GanonBatFlameout Garnish11_WitheringGanonBatFlame
Garnish_GanonBatFlame Garnish10_GanonBatFlame
Garnish_TrinexxIce Garnish0C_TrinexxIceBreath
Garnish_RunningManDashDust Garnish14_KakKidDashDust
Garnish_CannonPoof Garnish0A_CannonSmoke
Garnish_LightningTrail Garnish09_LightningTrail
Garnish_BabusuFlash Garnish07_BabasuFlash
Garnish_Nebule Garnish08_KholdstareTrail
Garnish_ZoroDander Garnish06_ZoroTrail
Garnish_Sparkle Garnish12_Sparkle
Garnish_TrinexxLavaBubble Garnish0E_TrinexxFireBreath
Garnish_BlindLaserTrail Garnish0F_BlindLaserTrail
Garnish_LaserBeamTrail Garnish04_LaserTrail
Garnish_CrumbleTile Garnish03_FallingTile
Garnish_WinderTrail Garnish01_FireSnakeTail
Garnish_MothulaBeamTrail Garnish02_MothulaBeamTrail
Garnish_SetOamPropsAndLargeSize Garnish_FinalizeBigOamObject
Overlord_ArmosCoordinator Overlord19_ArmosCoordinator_bounce
Overlord_RedStalfosTrap Overlord18_InvisibleStalfos
Overlord_StalfosTrapTriggerWindow Overlord17_PotTrap
Overlord_ZoroFactory Overlord16_ZoroSpawner
Overlord_WizzrobeFactory Overlord15_WizzrobeSpawner
Overlord_FlyingTileFactory Overlord14_TileRoom
Overlord_SpawnFlyingTile TileRoom_SpawnTile
Overlord_PirogusuFactory Overlord10_PirogusuSpawner_left
Overlord_CrumbleTilePath Overlord0A_FallingSquare
CrumbleTilePath_SpawnCrumbleTileGarnish SpawnFallingTile
Overlord_WallMasterFactory Overlord09_WallmasterSpawner
Overlord_ZolFactory Overlord08_BlobSpawner
Overlord_MovingFloor Overlord07_MovingFloor
Overlord_StalfosFactory_Unused Overlord04_Unused
Sprite_PlayDropSfx Sprite_Overlord_PlayFallingSfx
Overlord_StalfosTrap Overlord05_FallingStalfos
Overlord_SnakeTrap Overlord06_BadSwitchSnake
Overlord_AllDirectionMetalBallFactory Overlord02_FullRoomCannons
Overlord_CascadeMetalBallFactory Overlord03_VerticalCannon
Overlord_SpawnMetalBall Overlord_SpawnCannonBall
Overlord_SpritePositionTarget Overlord01_PositionTarget
SpawnCrazyVillageSoldier Snitch_SpawnGuard
Overlord_CheckInRangeStatus Overlord_CheckIfActive
Sprite_SetDungeonSpriteDeathFlag Sprite_ManuallySetDeathFlagUW
Dungeon_LoadSprite Dungeon_LoadSingleSprite
Dungeon_LoadOverlord Dungeon_LoadSingleOverlord
Sprite_OverworldReloadAll Sprite_ReloadAll_Overworld
LoadOverworldSprites_A Overworld_LoadSprites
LoadOverworldSprites_B Sprite_ActivateAllProxima
Sprite_RangeBasedActivation Sprite_ProximityActivation
Sprite_RangeBasedActivation_Func1 Sprite_ActivateWhenProximal
Sprite_RangeBasedActivation_Func2 Sprite_ActivateWhenProximalBig
Sprite_RangeBasedActivation_Func3 Sprite_Overworld_ProximityMotivatedLoad
Overworld_LoadSpritesInBlk Overworld_LoadProximaSpriteIfAlive
Overworld_LoadSpriteOrOverlord Overworld_LoadSingleSprite
Overworld_LoadOverlord Overworld_LoadSingleOverlord
SpriteExplode_Main SpriteModule_Explode
Sprite_SchedulePeersForDeath Sprite_KillFriends
Garnish_ScatterDebris Garnish16_ThrownItemDebris
Sprite_SelfTerminate Sprite_KillSelf
Module_Death Module12_GameOver
Death_Func0 GameOver_AdvanceImmediately
Death_Func2 GameOver_DelayBeforeIris
Death_Func3 GameOver_IrisWipe
Death_Func5 GameOver_SplatAndFade
Death_Func7 Animate_GAMEOVER_Letters_bounce
Death_ShowSaveOptionsMenu GameOver_Finalize_GAMEOVR
Death_Func9 GameOver_SaveAndOrContinue
Death_AddSomeSprite GameOver_AnimateChoiceFairy
Death_Func10 GameOver_InitializeRevivalFairy
Death_Func11 RevivalFairy_Main_bounce
Death_Func12 GameOver_RiseALittle
Death_Func13 GameOver_Restore0D
Death_Func14 GameOver_Restore0E
Death_RestoreScreenPostRevival GameOver_ResituateLink
Module_Quit Module17_SaveAndQuit
Polyhedral_InitThread Polyhedral_InitializeThread
Polyhedral_Thread_Main Polyhedral_RunThread
Poly_LoadFromLut Polyhedral_SetShapePointer
Poly_GetSinCos Polyhedral_SetRotationMatrix
Poly_ComputeXY Polyhedral_OperateRotation
Poly_ComputeF Polyhedral_RotatePoint
Poly_DivideF2 Polyhedral_ProjectPoint
Poly_DrawAll Polyhedral_DrawPolyhedron
Poly_SetColor_Front Polyhedral_SetForegroundColor
Poly_Check_Ordering Polyhedral_CalculateCrossProduct
Poly_SetRasterColor Polyhedral_SetColorMask
Poly_ClearBuf Polyhedral_EmptyBitMapBuffer
Poly_Rasterize_Polygon Polyhedral_DrawFace
Poly_Rasterize_Line Polyhedral_FillLine
Poly_Raster_NextX0 Polyhedral_SetLeft
Poly_Raster_NextX1 Polyhedral_SetRight
Messaging_BirdTravel Module0E_0A_FluteMenu
BirdTravel_InitGfx FluteMenu_LoadMap
BirdTravel_InitCounter FluteMenu_AdvanceMode
BirdTravel_Main FluteMenu_HandleSelection
BirdTravel_LoadTargetArea FluteMenu_LoadSelectedScreen
BirdTravel_LoadAmbientOverlay Overworld_LoadOverlayAndMap
BirdTravel_Finish FluteMenu_FadeInAndQuack
OverworldMap_Backup WorldMap_FadeOut
OverworldMap_InitGfx WorldMap_LoadLightWorldMap
OverworldMap_DarkWorldTilemap WorldMap_LoadDarkWorldMap
OverworldMap_LoadSprGfx WorldMap_LoadSpriteGFX
OverworldMap_BrightenScreen WorldMap_Brighten
OverworldMap_Main WorldMap_PlayerControl
OverworldMap_PrepExit WorldMap_RestoreGraphics
OverworldMap_SetRegsForExit Attract_SetUpConclusionHDMA
OverworldMap_RestoreGfx WorldMap_ExitMap
ConfigureHdmaForMapMode WorldMap_SetUpHDMA
ClearMode7Tilemap WorldMap_FillTilemapWithEF
OverworldMap_AddSprites WorldMap_HandleSprites
OverworldMap_GetCoords WorldMap_CalculateOamCoordinates
OverworldMap_AddObj WorldMap_HandleSpriteBlink
Multiply_8bit WorldMap_MultiplyAxB
Shift_4_times WorldMap_ShiftNibblesRight
OverworldMap_SubtractXY4 WorldMapIcon_AdjustCoordinate
OverworldMap_CheckPendant OverworldMap_CheckForPendant
OverworldMap_CheckCrystal OverworldMap_CheckForCrystal
Messaging_DungMap Module0E_03_DungeonMap
DungMap_Init Module0E_03_01_DrawMap
DungMap_Init0_SetupGraphics Module0E_03_01_00_PrepMapGraphics
DungMap_Init1_OptionalGraphic Module0E_03_01_01_DrawLEVEL
DungMap_Init2 Module0E_03_01_02_DrawFloorsBackdrop
DungMap_Init2_Helper DungeonMap_BuildFloorListBoxes
DungMap_Init3 Module0E_03_01_03_DrawRooms
DungMap_Init3A DungeonMap_DrawBorderForRooms
DungMap_Init3B DungeonMap_DrawFloorNumbersByRoom
DungMap_Init3C DungeonMap_DrawDungeonLayout
DungMap_Init3D DungeonMap_DrawSingleRowOfRooms
DungMap_Init4 DungeonMap_DrawRoomMarkers
DungMap_State3 DungeonMap_HandleInputAndSprites
DungMap_Func1 DungeonMap_HandleInput
DungMap_Func3 DungeonMap_HandleMovementInput
DungMap_Func4 DungeonMap_HandleFloorSelect
DungMap_Func5 DungeonMap_ScrollFloors
DungMap_Func2 DungeonMap_DrawSprites
DungMap_DrawPlayerFloorIndicator DungeonMap_DrawLinkPointing
DungMap_Func6 DungeonMap_DrawBlinkingIndicator
DungMap_Func7 DungeonMap_DrawLocationMarker
DungMap_Func8 DungeonMap_DrawFloorNumberObjects
DungMap_Func9 DungeonMap_DrawFloorBlinker
DungMap_Func10 DungeonMap_DrawBossIcon
DungMap_DrawBossFloorIndicator DungeonMap_DrawBossIconByFloor
DungMap_State4 Module0E_03_04_UnusedCrazyScroll
DungMap_RestoreGraphics DungeonMap_RecoverGFX
DungMap_RestoreStarTileState ToggleStarTilesAndAdvance
Dungeon_Effect_Handler Dungeon_HandleLayerEffect
Effect_DoNothing LayerEffect_Nothing
Effect_MovingFloor LayerEffect_Scroll
Effect_MovingFloor2 LayerEffect_Trinexx
Effect_RedFlashes LayerEffect_Agahnim2
Effect_TorchHiddenTiles LayerEffect_InvisibleFloor
Effect_TorchGanonRoom LayerEffect_Ganon
Effect_MovingWater LayerEffect_WaterRapids
Overworld_SetFixedColorsAndScroll Overworld_SetFixedColAndScroll
Player_ResetSomeStuff2 ResetSomeThingsAfterDeath
sub_8BFFEE ResetAncillaAndLink
Module_Intro Module00_Intro
Intro_InitWram Intro_Clear1kbBlocksOfWRAM
Intro_LoadTitleGraphics Intro_InitializeMemory_darken
Intro_ShowPlayerSelect FadeMusicAndResetSRAMMirror
Intro_InitGfxAndSprites Intro_InitializeTriforcePolyThread
Polyhedral_SetPalette LoadTriforceSpritePalette
Intro_TopAnimateObjs Intro_HandleAllTriforceAnimations
Intro_AnimObjs Scene_AnimateEverySprite
Intro_CheckRunStep Intro_AnimateTriforce
CopyIntroSprite0ToOam AnimateSceneSprite_DrawTriangle
Intro_SpriteType_A_1 EXIT_0CCA90
Intro_SpriteType_A_2 InitializeSceneSprite_Copyright
Intro_SpriteType_B_2_NintendoCopy AnimateSceneSprite_Copyright
Intro_SpriteType_A_3 InitializeSceneSprite_Sparkle
Intro_SpriteType_B_3 AnimateSceneSprite_Sparkle
IntroSprite3_Periodic AnimateSceneSprite_DrawSparkle
CopyIntroSpritesToOam AnimateSceneSprite_AddObjectsToOamBuffer
Intro_MoveObjectWithVel AnimateSceneSprite_MoveTriangle
TriforceRoom_LoadSprites TriforceRoom_PrepGFXSlotForPoly
Ending_Func8 Credits_InitializePolyhedral
TriforceRoom_AnimObjs AdvancePolyhedral
TriforceRoom_HandlePoly_Case0 IntroPolyhedral_StartUp
TriforceRoom_HandlePoly_Case2 IntroPolyhedral_MoveRotate
TriforceRoom_HandlePoly_Case3 IntroPolyhedral_LockIntoPlace
Ending_Func10 Credits_AnimateTheTriangles
Ending_Func10_Inner CreditsTriangle_HandleRotation
Ending_Func10_Inner2 CreditsTriangle_ApplyRotation
Intro_SpriteType_A_456 InitializeSceneSprite_TriforceRoomTriangle
IntroSpriteTypeB_456_Helper AnimateTriforceRoomTriangle_HandleContracting
Intro_SpriteType_A_7 InitializeSceneSprite_CreditsTriangle
Intro_SpriteType_B_7 AnimateSceneSprite_CreditsTriangle
Module_SelectFile Module01_FileSelect
Module_SelectFile_1 FileSelect_ReInitSaveFlagsAndEraseTriforce
Module_EraseFile_0 FileSelect_EraseTriforce
Module_SelectFile_3 FileSelect_TriggerStripesAndAdvance
Module_SelectFile_4 FileSelect_TriggerNameStripesAndAdvance
Module_SelectFile_5 FileSelect_Main
sub_8CCEC7 FileSelect_SetUpNamesStripes
Death_RestoreFromSrm CopySaveToWRAM
Module_CopyFile Module02_CopyFile
Module_CopyFile_3 CopyFile_ChooseSelection
Module_CopyFile_4 CopyFile_ChooseTarget
Module_CopyFile_5 CopyFile_ConfirmSelection
sub_8CD0C6 FilePicker_DeleteHeaderStripe
sub_8CD13F CopyFile_SelectionAndBlinker
sub_8CD22D ReturnToFileSelect
sub_8CD27B CopyFile_TargetSelectionAndBlink
sub_8CD371 CopyFile_HandleConfirmation
sub_8CD3DC CopyFile_CopyData
Module_EraseFile Module03_KILLFile
Module_EraseFile_2 KILLFile_SetUp
Module_EraseFile_3 KILLFile_HandleSelection
Module_EraseFile_4 KILLFile_HandleConfirmation
sub_8CD4BA KILLFile_ChooseTarget
SelectFile_DrawFaerie FileSelect_DrawFairy
Module_NamePlayer Module04_NameFile
sub_8CD89C NameFile_EraseSave
sub_8CDA4D NameFile_DoTheNaming
sub_8CDC8C NameFile_CheckForScrollInputX
sub_8CDCBF NameFile_CheckForScrollInputY
sub_8CDD30 NameFile_DrawSelectedCharacter
Module_Attract Module14_Attract
Attract_SlowBrigthenSetFlag Attract_FadeInStep
Attract_SlowBrighten Attract_FadeInSequence
Attract_SlowFadeToBlank Attract_FadeOutSequence
Attract_PrepNextSequence Attract_LoadNewScene
Attract_PrepLegend AttractScene_PolkaDots
Attract_PrepMapZoom AttractScene_WorldMap
Attract_PrepThroneRoom AttractScene_ThroneRoom
Attract_PrepLast AttractScene_EndOfStory
Attract_RunSequence Attract_EnactStory
Attract_Legend AttractDramatize_PolkaDots
Attract_MapZoom AttractDramatize_WorldMap
Attract_ZeldaPrison AttractDramatize_Prison
Attract_AdvanceToNextSequence Dramaghanim_AdvanceStory
Attract_MaidenWarp AttractDramatize_AgahnimAltar
Attract_Exit Attract_SkipToFileSelect
Attract_LoadNextLegendGraphic Attract_BuildNextImageTileMap
Attract_AdjustMapZoom Attract_ControlMapZoom
Attract_InitGraphics_Helper3 Attract_BuildBackgrounds
sub_8CF879 Attract_TriggerBGDMA
Attract_DrawSpriteSet Attract_DrawPreloadedSprite
Atract_DrawZelda Attract_DrawZelda
sub_8CFA30 Attract_DrawKidnappedMaiden
Attract_SetupHdma Attract_SetUpWindowingHDMA
PlayerOam_Main LinkOam_Main
PlayerOam_GetHighestSetBit FindMostSignificantBit
PlayerOam_Main_SwordStuff_DoDma LinkOam_SetWeaponVRAMOffsets
PlayerOam_ShieldStuff LinkOam_SetEquipmentVRAMOffsets
PlayerOam_DrawTipOfBetterSword LinkOam_CalculateSwordSparklePosition
PlayerOam_DrawOam_Throwing LinkOam_UnusedWeaponSettings
PlayerOam_DrawOam_2 LinkOam_DrawDungeonFallShadow
PlayerOam_DrawGrassOrWater LinkOam_DrawFootObject
PlayerOam_Unused_0 UNREACHABLE_0DAFA6
PlayerOam_GetRelativeHighBit LinkOam_CalculateXOffsetRelativeLink
Sprite_LoadProperties SpritePrep_LoadProperties
Sprite_LoadPalette SpritePrep_LoadPalette
Sprite_ResetProperties SpritePrep_ResetProperties
GetRandomInt GetRandomNumber
OAM_AllocateFromRegionA Oam_AllocateFromRegionA
OAM_AllocateFromRegionB Oam_AllocateFromRegionB
OAM_AllocateFromRegionC Oam_AllocateFromRegionC
OAM_AllocateFromRegionD Oam_AllocateFromRegionD
OAM_AllocateFromRegionE Oam_AllocateFromRegionE
OAM_AllocateFromRegionF Oam_AllocateFromRegionF
OAM_GetBufferPosition Oam_GetBufferPosition
Ancilla_GetPanFlag Ancilla_CalculateSfxPan
Sound_GetPanForPlayer Link_CalculateSfxPan
Sound_SetSfx1Pan SpriteSfx_QueueSfx1WithPan
Sound_SetSfx2Pan SpriteSfx_QueueSfx2WithPan
Sound_SetSfx3Pan SpriteSfx_QueueSfx3WithPan
Sound_AddSfxPan SpriteSfx_ApplyPanning
Sprite_GetSfxPan Sprite_CalculateSfxPan
Sound_GetPanForX CalculateSfxPan
LightTorch_GetSfxPan CalculateSfxPan_Arbitrary
sub_8DC217 SpriteDontDraw_Stalfos
Soldier_CheckTileSolidity Probe_CheckTileSolidity
Sprite_HumanMulti_1_Long Sprite_29_Adult
Sprite_BlindHideoutGuy Sprite_BlindsHutGuy
Sprite_FluteBoyFather Sprite_FluteDad
Sprite_SweepingLadyLong Sprite_2A_SweepingLady
Sprite_LumberjacksLong Sprite_2C_Lumberjacks
Lumberjacks_CheckProximity Lumberjack_CheckProximity
Sprite_UnusedTelepathLong Sprite_2D_TelepathicTile
Sprite_FortuneTellerLong Sprite_31_FortuneTeller
Sprite_DwarfSolidity Sprite_SmithyBlockade
FortuneTeller_Main FortuneTeller
LW_FortuneTeller_WaitForInquiry FortuneTeller_LightWorld_PrecognizantResponse
LW_FortuneTeller_AskIfPlayerWantsReading FortuneTeller_LightWorld_OfferReading
FortuneTeller_GiveReading FortuneTeller_PerformPseudoScience
FortuneTeller_PopulateNextMessageSlot FortuneTeller_PrepareNextMessage
LW_FortuneTeller_ShowCostMessage FortuneTeller_LightWorld_DemandPayment
LW_FortuneTeller_DeductPayment FortuneTeller_LightWorld_TakeMoney
DW_FortuneTeller_WaitForInquiry FortuneTeller_DarkWorld_PrecognizantResponse
DW_FortuneTeller_AskIfPlayerWantsReading FortuneTeller_DarkWorld_OfferReading
DW_FortuneTeller_ShowCostMessage FortuneTeller_DarkWorld_DemandPayment
sub_8DCA2D FortuneTeller_DemandPayment
DW_FortuneTeller_DeductPayment FortuneTeller_DarkWorld_TakeMoney
Dwarf_SpawnDwarfSolidity Smithy_SpawnDumbBarrierSprite
Sprite_MazeGameLadyLong Sprite_2F_RaceGameLady
MazeGameLady_Startup RaceGameLady_Idle
MazeGameLady_AccumulateTime RaceGameLady_TimeRun
MazeGameLady_PlayStartingNoise RaceGameLady_FireStarterPistol
Sprite_MazeGameGuyLong Sprite_30_RaceGameGuy
MazeGameGuy_ParseElapsedTime RaceGameGuy_VerifyRun
MazeGameGuy_CheckPlayerQualification RaceGameGuy_MakeModDecision
MazeGameGuy_SorryCantHaveIt RaceGameGuy_RejectRun
MazeGameGuy_YouCanHaveIt RaceGameGuy_IdleInDiscord
BomberPellet_DrawExplosion SpriteDraw_ZirroBomb
GoodBee_AttackOtherSprite PlayerBee_HoneInOnTarget
Pikit_DrawTongue SpriteDraw_Pikit_Tongue
Pikit_MultiplicationDelay Three_NOP
Pikit_DrawGrabbedItem SpriteDraw_Pikit_Loot
CheckPalaceItemPossession ItemMenu_CheckForDungeonPrize
Module_EndSequence Module1A_Credits
